,Word,Count
0,oncreatstart,1
1,oncreatcom,1
2,companason,909
3,panasondairs,909
4,dairsusbswdl,909
5,usbswdlswdlactiv,6
6,swdlactivaeaf,3
7,aeafnull,1
8,backgroundconcurr,2
9,concurrcopi,2
10,copifreed,2
11,freedallocspac,2
12,allocspacobject,2
13,objectlo,2
14,loobject,2
15,objectfree,2
16,freepaus,2
17,paustotal,2
18,setupactionbarstart,1
19,setupactionbarend,1
20,setupfindviewbyidstart,1
21,setupfindviewbyidend,1
22,oncreatend,1
23,onstartcom,1
24,onresumstart,1
25,getstatustart,1232
26,getstatuexit,1232
27,swdlfun,2445
28,funswdlactiv,1907
29,swdlactivonresum,4
30,onresumstatu,1
31,statuidl,11
32,bindswdlandrservicstart,1
33,bindswdlandrservicend,1
34,callmethod,4
35,methodprocess,4
36,processqualifi,4
37,qualifiuser,4
38,userandroid,4
39,androidapp,8
40,appcontextimpl,4
41,contextimplbindservic,2
42,bindservicandroid,2
43,androidcontent,4
44,contentcontextwrapp,4
45,contextwrappbindservic,2
46,bindserviccom,2
47,onresumandroid,3
48,appinstrument,2
49,instrumentcallactivityonresum,2
50,callactivityonresumandroid,1
51,appactiv,2
52,activperformresum,1
53,registerreceivstart,1
54,registerreceivend,1
55,registerupdatebroadcaststart,1
56,registerupdatebroadcastend,1
57,enggetserviceconnectstart,1
58,usbswdlsupport,1
59,supportusbswdlappl,1
60,usbswdlapplenggetserviceconnect,1
61,enggetserviceconnectcom,1
62,enggetserviceconnectend,1
63,onresumend,1
64,onresumcom,2
65,contextimplstartservic,2
66,startservicandroid,3
67,contextwrappstartservic,2
68,activonresum,1
69,androidsupport,1
70,supportapp,1
71,appfragmentact,1
72,fragmentactonresum,1
73,onstartstartservic,1
74,hwuipipelin,1
75,onserviceconnectstart,1
76,funusbswdlappl,1
77,usbswdlapplonserviceconnect,1
78,onserviceconnectreadservic,1
79,readservicconnect,1
80,onserviceconnectonrsesoftwaredetailslisten,1
81,onrsesoftwaredetailslistenrespons,1
82,onresponsstart,1
83,showcurrentversstart,1
84,showcurrentversend,1
85,onresponsend,1
86,onserviceconnectend,1
87,qualcommbuild,1
88,builddff,1
89,dffidba,1
90,builddate,1
91,openglshader,1
92,shadercompil,1
93,compilversion,1
94,localbranch,1
95,branchmybranchefaab,1
96,mybranchefaabcbcd,1
97,remotbranch,2
98,branchquic,1
99,reconstructbranch,1
100,pfpxff,1
101,xffxff,1
102,bindswdlandrservicswdlandr,1
103,swdlandrservic,1
104,servicconnect,1
105,scanfordevicstart,1
106,getmounteddeviceliststart,2
107,getstorageliststart,1
108,funstorageutil,2
109,storageutilgetstoragelist,2
110,getstoragelistmount,5
111,mountavail,4
112,uidcom,3
113,usbswdlident,3
114,identline,4
115,getstoragelistpublic,1
116,publicmount,1
117,getstoragelistmedia,1
118,mediamount,1
119,mountpoint,1
120,pointmnt,1
121,mntmedia,1
122,getstoragelistclose,1
123,closereader,1
124,getstoragelistexit,1
125,scanusbforupdatefilstart,1
126,sendusbbroadcaststart,180
127,funusbbroadcastmanag,180
128,usbbroadcastmanagsendusbbroadcast,180
129,sendusbbroadcastbroadcasttyp,178
130,broadcasttypusb,178
131,usbswdl,1428
132,swdlrespons,510
133,responsmessag,170
134,messagscan,8
135,scanusb,5
136,usbdevic,5
137,devicvalu,1
138,sendusbbroadcastend,180
139,funusbdownloadmanag,4
140,usbdownloadmanagscanusbforupdatefil,1
141,scanusbforupdatefilmounteddevic,1
142,mounteddeviccom,1
143,usbswdlutil,1
144,utilstorageutil,1
145,storageutilstorageinfo,1
